EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,MeanHrsWorked,MaxHrsWorked,SumHrsWorked,StdHrsWorked,SickDays,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
102,36,No,Travel_Frequently,Research & Development,3.7282260000000003,3,Life Sciences,1,Female,2,Research Scientist,Married,5539.55738427,4.0,Y,13,8,1,16.0,2,13,1,12,6.791153502900278,7.866388888888889,1690.9972222222223,1.493058214155278,11,1.0,4.0,3.0,3,3
103,57,No,Travel_Rarely,Research & Development,13.048791,4,Life Sciences,1,Male,5,Research Scientist,Married,22247.63341857,2.0,Y,18,8,0,15.0,2,3,1,2,5.9719533690316675,6.992222222222222,1487.016388888889,1.4885379718877778,14,4.0,3.0,3.0,1,3
104,40,No,Travel_Rarely,Research & Development,4.970968,3,Other,1,Male,2,Sales Executive,Married,5906.461625190001,3.0,Y,14,8,1,10.0,3,7,1,7,7.606198125836667,9.03138888888889,1893.9433333333334,2.0162974363769446,16,4.0,3.0,3.0,3,3
105,21,No,Non-Travel,Research & Development,0.621371,5,Life Sciences,1,Female,2,Manager,Single,3324.1988663099996,1.0,Y,14,8,0,3.0,2,3,2,2,7.344952030343334,8.65638888888889,1828.8930555555555,2.1900479222891667,20,1.0,4.0,2.0,1,3
106,33,Yes,Travel_Rarely,Human Resources,17.398388,2,Human Resources,1,Female,5,Manager,Single,6456.81798657,1.0,Y,21,8,1,1.0,3,1,0,0,9.749403168228334,11.385277777777778,2427.601388888889,2.7429245828436115,18,4.0,3.0,3.0,1,4
107,37,No,Travel_Rarely,Research & Development,3.106855,3,Life Sciences,1,Male,4,Research Scientist,Married,2489.37560928,6.0,Y,19,8,0,17.0,3,5,0,3,7.4154562695225,8.807777777777778,1846.4486111111112,2.0931083453613892,18,3.0,1.0,3.0,4,3
108,46,No,Non-Travel,Sales,1.242742,4,Marketing,1,Female,2,Laboratory Technician,Married,3558.73891905,2.0,Y,11,8,0,7.0,3,1,0,0,5.588887773315278,6.8025,1391.6330555555555,1.7199805524822223,21,3.0,3.0,4.0,3,3
109,41,Yes,Travel_Frequently,Research & Development,9.941936,1,Medical,1,Female,1,Research Scientist,Single,3262.6611297,1.0,Y,11,8,0,8.0,3,8,7,7,7.100332440874444,8.356944444444446,1767.9827777777778,1.88407536378,16,1.0,2.0,3.0,4,3
110,50,No,Travel_Rarely,Research & Development,5.592339,3,Medical,1,Female,3,Laboratory Technician,Single,11480.851690559999,6.0,Y,15,8,0,20.0,2,4,1,3,6.364553770638056,7.810277777777777,1584.773888888889,1.856113369811667,19,4.0,4.0,3.0,3,3
111,40,Yes,Travel_Rarely,Research & Development,4.970968,3,Medical,1,Female,1,Healthcare Representative,Married,10017.87908436,2.0,Y,20,8,0,8.0,2,6,1,0,8.735999553770556,10.151666666666667,2175.263888888889,2.237769121386389,15,3.0,3.0,3.0,2,4
112,31,No,Travel_Rarely,Research & Development,0.621371,3,Life Sciences,1,Male,4,Human Resources,Single,3328.84322379,0.0,Y,24,8,0,3.0,5,2,2,2,10.675884649709722,11.663333333333334,2658.2952777777778,1.2142710645316668,3,,2.0,3.0,3,4
113,21,Yes,Travel_Rarely,Human Resources,6.21371,2,Human Resources,1,Male,1,Laboratory Technician,Single,6238.53318501,1.0,Y,12,8,1,1.0,2,1,0,0,5.5377532351627785,6.934166666666667,1378.9005555555555,1.6227460849283335,19,3.0,2.0,3.0,3,3
114,29,No,Travel_Rarely,Research & Development,0.621371,3,Life Sciences,1,Female,2,Research Director,Single,7740.98282979,9.0,Y,12,8,1,6.0,6,3,1,2,7.663491744756667,8.635555555555557,1908.2094444444444,1.023931373095278,4,4.0,4.0,3.0,4,3
115,35,No,Travel_Rarely,Research & Development,18.019759,3,Life Sciences,1,Female,3,Sales Executive,Single,5808.93011811,9.0,Y,15,8,0,10.0,2,1,0,0,7.314774654172222,8.425,1821.378888888889,1.7409313961025001,13,3.0,2.0,3.0,3,3
117,28,No,Travel_Rarely,Research & Development,1.242742,2,Medical,1,Male,3,Manager,Single,3318.39341946,1.0,Y,12,8,0,7.0,2,7,0,7,6.634467871485834,8.086666666666666,1651.9825,1.826597669495278,17,2.0,4.0,3.0,2,3
118,49,No,Travel_Rarely,Sales,1.242742,3,Technical Degree,1,Male,2,Manufacturing Director,Single,6042.30908148,8.0,Y,14,8,1,26.0,3,5,0,0,7.542354975457223,8.481111111111112,1878.046388888889,1.4884186014305556,9,2.0,3.0,3.0,3,3
119,51,No,Travel_Rarely,Research & Development,0.621371,2,Life Sciences,1,Male,1,Sales Executive,Married,4766.27186385,4.0,Y,22,8,1,18.0,2,7,0,7,6.9768016510486115,8.306666666666668,1737.223611111111,2.142012876390278,21,3.0,4.0,2.0,3,4
120,36,No,Travel_Rarely,Sales,9.320565,2,Life Sciences,1,Male,1,Sales Executive,Married,11238.184012229998,4.0,Y,12,8,0,6.0,1,2,2,2,5.640869031682223,6.670555555555556,1404.576388888889,1.4564564962272222,15,4.0,3.0,3.0,3,3
121,34,Yes,Non-Travel,Research & Development,4.349597,3,Life Sciences,1,Male,1,Sales Representative,Single,6521.838991289999,8.0,Y,25,8,1,9.0,3,5,0,4,8.600741856313888,9.940277777777778,2141.5847222222224,2.1231529436497225,14,1.0,4.0,2.0,3,4
122,55,No,Travel_Rarely,Sales,16.155646,3,Marketing,1,Male,1,Laboratory Technician,Single,12131.06173776,2.0,Y,13,8,0,30.0,3,5,1,2,8.230750780901111,9.609722222222222,2049.4569444444446,1.961040483132778,13,3.0,4.0,3.0,3,3
123,24,No,Travel_Rarely,Research & Development,0.621371,3,Life Sciences,1,Female,5,Manager,Divorced,3363.67590489,1.0,Y,18,8,3,5.0,4,5,0,3,9.230603525211944,10.722222222222221,2298.420277777778,2.673243389829722,19,4.0,3.0,4.0,3,3
124,30,No,Travel_Rarely,Research & Development,1.8641130000000001,3,Life Sciences,1,Female,2,Manager,Married,6929.38136016,1.0,Y,13,8,0,1.0,3,1,0,0,6.401705711735556,7.980833333333333,1594.0247222222222,1.8114879741405556,18,3.0,2.0,3.0,3,3
125,26,Yes,Travel_Frequently,Sales,8.699194,3,Life Sciences,1,Male,2,Manager,Single,8719.7811687,0.0,Y,18,8,3,7.0,3,6,0,4,6.746368808567501,7.8475,1679.8458333333333,1.3426845452211111,9,3.0,,3.0,3,3
126,22,No,Travel_Rarely,Research & Development,9.941936,5,Other,1,Male,1,Research Scientist,Married,3472.81830567,1.0,Y,19,8,2,2.0,3,2,1,2,5.8318038821952785,7.0152777777777775,1452.1191666666666,1.659000397565,18,1.0,2.0,3.0,2,3
127,36,No,Travel_Rarely,Research & Development,0.621371,3,Medical,1,Female,5,Healthcare Representative,Married,22799.150869319998,1.0,Y,12,8,1,10.0,3,10,9,0,6.0337817938419445,7.078611111111111,1502.4116666666666,1.4498383604608336,13,2.0,3.0,3.0,3,3
128,30,Yes,Travel_Frequently,Sales,1.8641130000000001,2,Marketing,1,Male,3,Research Scientist,Single,1310.86989873,9.0,Y,19,8,0,3.0,2,1,0,0,7.89557675145,9.215,1965.9986111111111,1.559569017970278,9,3.0,4.0,3.0,2,3
129,37,No,Travel_Rarely,Research & Development,6.21371,1,Technical Degree,1,Male,1,Sales Executive,Divorced,15490.09328517,1.0,Y,14,8,1,18.0,3,18,12,17,6.2188810798750005,7.659166666666667,1548.5013888888889,1.2457335324225,9,4.0,1.0,2.0,3,3
130,40,No,Travel_Rarely,Research & Development,3.7282260000000003,2,Medical,1,Male,3,Research Scientist,Divorced,5029.83915084,7.0,Y,14,8,2,8.0,3,5,1,3,6.173039937527778,7.3902777777777775,1537.0869444444445,1.8012953769025002,19,4.0,2.0,3.0,2,3
131,42,No,Travel_Rarely,Research & Development,1.242742,3,Medical,1,Female,4,Manager,Divorced,12807.976840469999,3.0,Y,12,8,1,8.0,2,5,1,2,7.0619366354305555,8.261666666666668,1758.4222222222222,1.7501817540877778,14,2.0,1.0,3.0,2,3
132,37,No,Travel_Rarely,Sales,5.592339,1,Marketing,1,Male,3,Sales Executive,Single,5155.2368028,2.0,Y,11,8,1,18.0,3,1,0,1,9.760771976795835,10.677777777777777,2430.432222222222,1.287658139196389,4,3.0,2.0,2.0,2,3
133,43,No,Travel_Rarely,Sales,6.21371,2,Life Sciences,1,Female,1,Sales Executive,Divorced,5360.7496212900005,1.0,Y,11,8,0,25.0,2,25,3,9,6.99869477911639,8.029722222222222,1742.675,1.7352880414919445,14,1.0,2.0,3.0,3,3
134,40,No,Travel_Rarely,Sales,3.7282260000000003,2,Life Sciences,1,Female,1,Laboratory Technician,Married,3073.40356239,6.0,Y,13,8,0,20.0,2,1,0,0,7.164219098616667,8.22,1783.8905555555555,1.5700669121686113,11,2.0,3.0,3.0,2,3
135,54,No,Travel_Rarely,Human Resources,5.592339,3,Life Sciences,1,Female,2,Manufacturing Director,Married,7341.568086509999,4.0,Y,23,8,1,24.0,2,4,1,2,5.4689402052652785,6.768055555555556,1361.766111111111,1.7279282499300002,22,1.0,1.0,2.0,2,4
136,34,No,Non-Travel,Research & Development,17.398388,3,Medical,1,Male,1,Laboratory Technician,Married,6591.50435349,9.0,Y,20,8,1,6.0,3,3,1,2,6.446319723337778,7.620277777777778,1605.1336111111111,1.6567740875766668,15,3.0,3.0,3.0,3,4
137,31,No,Travel_Rarely,Research & Development,6.21371,4,Life Sciences,1,Male,3,Sales Executive,Married,2539.30245219,1.0,Y,15,8,1,13.0,2,13,3,12,5.713265283355556,6.838333333333333,1422.6030555555556,1.5766240151625,17,2.0,1.0,1.0,2,3
139,43,No,Travel_Rarely,Sales,16.777017,4,Life Sciences,1,Male,2,Sales Representative,Divorced,4617.652424489999,4.0,Y,18,8,1,8.0,3,5,0,2,8.486725792056944,9.740277777777777,2113.1947222222225,1.8523206610838892,11,3.0,3.0,3.0,3,3
140,25,No,Travel_Rarely,Human Resources,4.349597,2,Human Resources,1,Male,1,Manufacturing Director,Single,10023.684531210001,1.0,Y,19,8,1,5.0,2,5,1,3,10.151952253458056,11.7325,2527.836111111111,2.7691605189505557,17,2.0,4.0,3.0,4,3
141,37,No,Non-Travel,Research & Development,0.621371,3,Medical,1,Male,3,Laboratory Technician,Married,2331.46745496,3.0,Y,22,8,0,15.0,5,13,10,7,10.004965417224444,11.548333333333334,2491.236388888889,2.644870933888056,16,2.0,3.0,3.0,2,4
142,31,No,Travel_Rarely,Research & Development,14.912904000000001,1,Medical,1,Male,3,Laboratory Technician,Married,5155.2368028,1.0,Y,13,8,1,4.0,2,4,3,2,6.578286479250278,7.935833333333333,1637.9933333333333,1.8078960264005557,17,4.0,1.0,3.0,3,3
143,39,No,Travel_Frequently,Research & Development,16.155646,4,Technical Degree,1,Female,1,Sales Executive,Divorced,3561.06109779,1.0,Y,20,8,1,21.0,5,21,1,6,8.864453369031667,9.744166666666667,2207.2488888888893,1.1718116564908334,4,2.0,3.0,3.0,1,4
144,56,No,Travel_Frequently,Research & Development,12.42742,4,Life Sciences,1,Female,3,Sales Executive,Married,6178.15653777,9.0,Y,14,8,0,36.0,1,7,7,7,7.122437527889168,8.446111111111112,1773.4869444444444,1.4881576434833332,10,3.0,1.0,2.0,3,3
145,30,No,Travel_Rarely,Sales,3.106855,4,Medical,1,Female,2,Manufacturing Director,Single,6281.4934917,0.0,Y,17,8,1,6.0,2,5,4,4,7.464110887996389,8.447777777777778,1858.5636111111112,1.0022140082197222,4,2.0,3.0,3.0,3,3
146,41,No,Travel_Rarely,Research & Development,4.349597,3,Technical Degree,1,Female,3,Research Scientist,Married,3230.1506273399996,1.0,Y,14,8,0,10.0,2,10,0,7,6.411313029897222,7.3902777777777775,1596.4169444444444,1.2115073509583334,8,2.0,1.0,3.0,2,3
147,28,No,Travel_Rarely,Research & Development,4.349597,3,Medical,1,Male,3,Healthcare Representative,Divorced,13883.145597089999,1.0,Y,13,8,0,10.0,2,10,1,8,5.869447791164445,7.1113888888888885,1461.4925,1.4146197728552778,13,3.0,1.0,3.0,2,3
148,25,Yes,Travel_Rarely,Research & Development,3.106855,2,Life Sciences,1,Female,3,Laboratory Technician,Married,3088.4977242,5.0,Y,13,8,0,6.0,3,2,0,2,6.1343920124941675,7.578055555555555,1527.463611111111,1.47425631992,13,1.0,1.0,3.0,3,3
149,52,No,Travel_Rarely,Research & Development,16.155646,2,Life Sciences,1,Female,2,Sales Representative,Married,3918.67662375,2.0,Y,21,8,0,28.0,2,5,0,4,7.9975803212850005,9.280555555555555,1991.3975,1.2960593298277778,6,4.0,3.0,3.0,2,4
150,45,No,Travel_Rarely,Research & Development,1.242742,3,Medical,1,Female,1,Sales Executive,Married,5919.23360826,3.0,Y,14,8,1,8.0,4,2,0,2,6.460577867023611,7.496666666666667,1608.683888888889,1.4805961092016668,12,1.0,4.0,2.0,3,3
151,52,No,Travel_Rarely,Research & Development,7.4564520000000005,3,Medical,1,Male,2,Research Scientist,Married,5663.79394686,2.0,Y,11,8,1,31.0,3,5,1,4,6.891577420794167,8.153611111111113,1716.0027777777777,1.7109947646455557,14,4.0,4.0,1.0,3,3
152,42,No,Travel_Frequently,Sales,6.21371,3,Marketing,1,Female,2,Healthcare Representative,Divorced,3294.01054269,2.0,Y,13,8,1,19.0,0,5,0,2,6.384019410977222,7.8886111111111115,1589.6208333333334,1.702697060723889,16,1.0,3.0,3.0,2,3
153,30,No,Travel_Rarely,Sales,15.534275000000001,3,Marketing,1,Male,1,Sales Executive,Single,2793.5810242199996,2.0,Y,20,8,1,11.0,5,5,0,2,6.763717090584445,8.371944444444445,1684.1655555555556,1.9688659734883334,19,3.0,4.0,3.0,3,4
154,60,No,Travel_Rarely,Research & Development,6.21371,3,Life Sciences,1,Female,1,Manufacturing Director,Married,2634.51178053,5.0,Y,18,8,1,33.0,4,29,11,10,5.743501784917222,6.9622222222222225,1430.1319444444443,1.587141555548889,17,1.0,1.0,1.0,3,3
155,46,No,Travel_Rarely,Sales,11.806049,4,Marketing,1,Female,1,Sales Executive,Divorced,4769.755131960001,2.0,Y,14,8,0,19.0,5,10,0,8,7.243524096385278,8.506111111111112,1803.6375,1.6581604619491668,12,3.0,3.0,2.0,2,3
156,42,No,Travel_Frequently,Research & Development,11.184678,4,Technical Degree,1,Male,4,Sales Executive,Married,15333.346220219999,0.0,Y,13,8,2,7.0,2,6,0,4,6.3037840249886115,7.573333333333333,1569.6422222222222,1.3931403544072223,11,4.0,4.0,4.0,3,3
157,24,Yes,Travel_Rarely,Research & Development,16.777017,2,Medical,1,Male,1,Research Scientist,Single,12100.87341414,1.0,Y,17,8,1,6.0,0,5,1,4,10.092957385095833,11.314722222222223,2513.146388888889,2.3912407095019446,13,1.0,2.0,3.0,2,3
158,34,Yes,Travel_Frequently,Research & Development,3.106855,3,Medical,1,Male,2,Research Scientist,Divorced,15958.01230128,0.0,Y,20,8,1,3.0,3,2,1,0,5.656244979919444,6.948333333333333,1408.405,1.784886646938889,22,4.0,3.0,2.0,3,4
159,38,No,Travel_Frequently,Sales,1.8641130000000001,3,Marketing,1,Female,2,Sales Executive,Married,5697.46553859,1.0,Y,11,8,1,1.0,3,1,0,0,8.177834672021389,9.345833333333333,2036.2808333333332,1.8669539476605557,12,4.0,4.0,3.0,3,3
160,40,No,Travel_Rarely,Sales,16.155646,4,Marketing,1,Female,1,Sales Executive,Married,4042.91318634,0.0,Y,18,8,1,21.0,2,20,1,12,5.543419232485277,6.954722222222222,1380.3113888888888,1.621430407496389,19,3.0,3.0,3.0,2,3
161,26,No,Travel_Rarely,Research & Development,1.8641130000000001,2,Medical,1,Female,4,Healthcare Representative,Divorced,2828.4137053199997,1.0,Y,24,8,0,3.0,2,3,0,2,5.726736947791111,7.343333333333334,1425.9575,1.8101319490425,22,1.0,4.0,1.0,4,4
162,30,No,Non-Travel,Research & Development,9.320565,3,Medical,1,Female,2,Sales Executive,Married,2763.3927006,4.0,Y,18,8,3,9.0,2,5,1,4,7.429330655956944,8.69388888888889,1849.9033333333334,1.9048078906875001,15,3.0,4.0,1.0,2,3
163,29,No,Travel_Rarely,Research & Development,4.970968,3,Medical,1,Female,3,Manufacturing Director,Married,22561.127548469998,1.0,Y,11,8,0,10.0,3,10,0,7,6.973972556894168,7.960555555555556,1736.5191666666667,1.2227400390755556,7,2.0,3.0,3.0,3,3
164,29,Yes,Travel_Rarely,Research & Development,11.806049,4,Life Sciences,1,Male,3,Research Scientist,Married,2078.3499723,5.0,Y,16,8,1,6.0,4,2,1,1,6.330712851405556,7.408333333333333,1576.3475,1.458372500663889,12,3.0,2.0,4.0,2,3
165,19,Yes,Travel_Rarely,Research & Development,2.485484,3,Medical,1,Male,1,Sales Executive,Single,8875.36714428,1.0,Y,15,8,2,1.0,2,1,0,0,7.429799196786945,8.666111111111112,1850.02,1.9086770440555556,15,1.0,4.0,4.0,3,3
166,30,No,Non-Travel,Research & Development,1.242742,4,Life Sciences,1,Female,3,Research Scientist,Married,5957.549557469999,0.0,Y,15,8,1,10.0,2,9,7,8,6.448983712628056,7.622777777777777,1605.7969444444445,1.3563707843430557,10,3.0,1.0,3.0,3,3
167,57,No,Travel_Rarely,Research & Development,1.242742,2,Life Sciences,1,Male,4,Research Scientist,Divorced,7321.82956722,3.0,Y,12,8,1,32.0,3,1,0,0,5.8358467202141675,7.1594444444444445,1453.1258333333333,1.6615465960944444,18,1.0,4.0,2.0,3,3
168,50,No,Travel_Rarely,Sales,6.21371,4,Life Sciences,1,Female,3,Manager,Married,5558.13481419,0.0,Y,12,8,0,28.0,3,27,15,7,7.005148371262778,7.911388888888889,1744.2819444444444,1.139049460875278,6,2.0,3.0,3.0,3,3
169,30,No,Non-Travel,Sales,6.21371,2,Life Sciences,1,Male,3,Laboratory Technician,Single,21921.3673056,0.0,Y,22,8,1,12.0,3,11,6,7,6.059211289602778,7.013333333333334,1508.743611111111,1.2165976794922224,9,3.0,4.0,2.0,3,4
170,60,No,Travel_Frequently,Research & Development,9.941936,3,Life Sciences,1,Female,4,Laboratory Technician,Married,2715.78803643,4.0,Y,20,8,0,22.0,4,18,13,11,6.696197010263057,8.144166666666667,1667.3530555555556,1.893309980055278,18,3.0,1.0,4.0,3,4
171,47,No,Travel_Rarely,Research & Development,0.621371,3,Technical Degree,1,Male,5,Manufacturing Director,Divorced,15755.9827509,5.0,Y,16,8,2,20.0,2,5,0,4,7.213215082552223,8.586666666666668,1796.0905555555555,2.0972952001408336,19,1.0,4.0,3.0,2,3
172,46,No,Travel_Rarely,Sales,2.485484,1,Technical Degree,1,Male,1,Laboratory Technician,Married,7793.231851439999,6.0,Y,21,8,1,26.0,3,3,0,1,6.613843150379167,7.595277777777778,1646.8469444444445,1.1710630015361112,7,1.0,3.0,1.0,2,4
173,35,No,Travel_Rarely,Research & Development,9.320565,2,Medical,1,Female,2,Laboratory Technician,Single,6276.84913422,0.0,Y,12,8,1,6.0,2,5,4,3,6.09344042838,7.265833333333333,1517.2666666666667,1.5715076948569446,15,4.0,3.0,3.0,3,3
174,54,No,Travel_Rarely,Research & Development,1.242742,4,Medical,1,Male,2,Human Resources,Single,10377.816789059998,7.0,Y,11,8,3,19.0,2,1,0,0,7.405392681838334,8.54277777777778,1843.9427777777778,1.3863551831402778,8,3.0,3.0,3.0,3,3
175,34,No,Travel_Rarely,Sales,4.970968,2,Life Sciences,1,Male,1,Laboratory Technician,Divorced,2831.89697343,3.0,Y,11,8,2,14.0,2,7,5,7,7.1289770191877775,8.435833333333335,1775.1152777777777,1.8292009400233336,15,4.0,3.0,3.0,4,3
176,46,No,Travel_Rarely,Research & Development,1.242742,3,Life Sciences,1,Male,1,Healthcare Representative,Married,10260.546762689999,2.0,Y,18,8,0,15.0,3,3,1,2,8.626556224899446,10.1225,2148.0125000000003,2.2053100286394445,15,3.0,4.0,3.0,2,3
177,31,No,Travel_Rarely,Research & Development,4.349597,3,Life Sciences,1,Male,2,Research Director,Divorced,6203.7005039099995,1.0,Y,14,8,1,13.0,3,13,0,8,6.045157295850001,7.039166666666667,1505.2441666666666,1.4487015846433335,13,3.0,2.0,4.0,3,3
178,33,Yes,Travel_Rarely,Research & Development,6.21371,3,Life Sciences,1,Female,4,Research Director,Married,7811.80928136,7.0,Y,22,8,0,15.0,2,7,7,7,7.966945560017778,9.182777777777778,1983.7694444444444,2.039865775414167,15,2.0,3.0,4.0,2,4
179,33,Yes,Travel_Rarely,Sales,3.106855,4,Marketing,1,Male,2,Research Director,Divorced,7723.56648924,7.0,Y,25,8,0,8.0,5,4,1,3,6.825259928603056,7.820555555555556,1699.4897222222223,1.0263805701586113,5,1.0,4.0,3.0,3,4
180,30,No,Travel_Rarely,Research & Development,1.242742,3,Life Sciences,1,Male,1,Sales Executive,Single,5631.2834445,0.0,Y,12,8,1,4.0,4,3,1,2,6.266600847835556,7.247222222222222,1560.3836111111111,1.1887391134422223,8,4.0,2.0,3.0,3,3
181,35,No,Travel_Rarely,Research & Development,7.4564520000000005,2,Medical,1,Female,2,Sales Representative,Married,3261.50004033,4.0,Y,23,8,1,10.0,2,8,0,0,8.626478134761111,9.7875,2147.9930555555557,1.4978957126422223,7,4.0,3.0,3.0,1,4
182,31,Yes,Travel_Frequently,Research & Development,13.670162,2,Medical,1,Female,2,Sales Executive,Married,6605.437425929999,3.0,Y,15,8,2,12.0,2,1,0,0,6.032698572065834,7.523333333333333,1502.1419444444443,1.8561631815405555,21,1.0,3.0,3.0,2,3
183,34,Yes,Travel_Frequently,Sales,10.563307,1,Marketing,1,Male,1,Research Director,Divorced,2323.3398293699997,9.0,Y,22,8,1,11.0,5,3,0,2,10.465665997322501,11.813333333333333,2605.9508333333333,2.3776171044538894,12,2.0,1.0,3.0,4,4
184,42,No,Travel_Frequently,Research & Development,1.242742,4,Medical,1,Female,1,Research Scientist,Married,3456.56305449,4.0,Y,15,8,3,8.0,3,2,2,0,7.402867023650001,8.674444444444445,1843.3138888888889,1.762862228056389,13,2.0,3.0,3.0,2,3
185,36,No,Non-Travel,Research & Development,1.8641130000000001,4,Medical,1,Male,1,Research Scientist,Single,4673.384714249999,1.0,Y,11,8,0,10.0,3,10,9,7,7.0840908076749995,7.966944444444445,1763.9386111111112,1.0473160546872222,5,2.0,4.0,2.0,3,3
186,22,Yes,Travel_Frequently,Research & Development,4.349597,3,Medical,1,Female,2,Laboratory Technician,Single,4394.72326545,5.0,Y,13,8,2,4.0,2,2,1,2,6.032679607318056,7.244166666666667,1502.1372222222221,1.5587198681436114,15,3.0,3.0,3.0,3,3
187,48,No,Travel_Rarely,Research & Development,3.7282260000000003,3,Medical,1,Male,1,Laboratory Technician,Married,12602.464021979999,2.0,Y,14,8,1,14.0,6,9,6,7,6.28953034359639,7.443611111111111,1566.0930555555556,1.7827088825430557,18,2.0,4.0,3.0,3,3
188,55,No,Travel_Rarely,Research & Development,0.621371,3,Medical,1,Female,1,Sales Executive,Single,13969.066210469999,3.0,Y,11,8,0,37.0,5,10,7,7,6.945580098170278,8.415555555555557,1729.4494444444445,1.7860746319422225,15,1.0,2.0,3.0,3,3
189,41,No,Non-Travel,Research & Development,1.8641130000000001,2,Life Sciences,1,Female,2,Research Scientist,Single,11536.58398032,7.0,Y,17,8,1,16.0,2,14,1,10,5.719563810798612,7.081666666666667,1424.171388888889,1.672258309818611,19,4.0,4.0,3.0,2,3
190,35,No,Travel_Rarely,Research & Development,13.670162,3,Medical,1,Female,1,Sales Representative,Married,3443.7910714199998,9.0,Y,18,8,0,15.0,2,11,6,9,5.628176037483056,6.859166666666667,1401.4158333333332,1.5098726572694443,16,2.0,3.0,3.0,2,3
191,40,No,Travel_Rarely,Research & Development,9.320565,3,Life Sciences,1,Female,2,Laboratory Technician,Single,2985.16077027,7.0,Y,14,8,0,22.0,1,20,5,13,7.154422132976112,8.162500000000001,1781.451111111111,1.063464185585,5,2.0,3.0,3.0,3,3
192,39,No,Travel_Frequently,Research & Development,7.4564520000000005,1,Medical,1,Male,1,Research Scientist,Married,11600.44389567,1.0,Y,16,8,1,8.0,3,8,0,7,6.863467202141668,7.879166666666666,1709.0033333333333,1.212186016232778,7,3.0,3.0,3.0,3,3
193,31,No,Travel_Rarely,Research & Development,0.621371,4,Life Sciences,1,Male,3,Research Director,Single,7131.41091054,4.0,Y,13,8,2,10.0,2,6,0,5,8.479462293618889,9.770833333333334,2111.3861111111114,1.4740252240766667,7,2.0,4.0,4.0,2,3
